EmployeeNumber,Gender,HourlyRate,JobRole,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,new_hike,PerformanceRating,YearsSinceLastPromotion,Q2,Q3,Q4,
1826,Male,91,Laboratory Technician,3,0,No,16,15,3,0,NA, ,Not Leader,
1827,Female,92,Manufacturing Director,2,8,Yes,12,11,3,14,NA,Due for promotion,Not Top Leader,
1829,Female,47,Healthcare Representative,1,2,No,12,11,3,7,NA,Due for promotion,Not Leader,
1830,Female,68,Research Scientist,4,4,No,15,14,3,1,NA, ,Not Leader,
1833,Female,68,Sales Executive,1,2,No,14,13,3,2,NA, ,Not Leader,
1834,Female,67,Research Scientist,1,1,No,25,26,4,1,NA, ,Not Leader,
1835,Female,77,Sales Representative,4,2,Yes,20,21,4,0,NA, ,Not Leader,
1836,Male,46,Sales Executive,4,1,No,13,12,3,1,NA, ,Not Leader,
1837,Male,87,Research Director,3,2,Yes,14,13,3,2,NA, ,Not Top Leader,
1839,Female,33,Research Scientist,3,1,No,16,15,3,0,NA, ,Not Leader,
1842,Male,89,Human Resources,1,0,No,17,16,3,0,NA, ,Not Leader,
1844,Male,56,Human Resources,1,4,Yes,15,14,3,2,NA, ,Not Leader,
1845,Female,67,Sales Executive,3,4,No,22,23,4,5,NA, ,Not Leader,
1847,Female,73,Research Scientist,2,4,Yes,22,23,4,0,NA, ,Not Leader,
1849,Male,92,Sales Executive,4,1,No,20,21,4,7,NA,Due for promotion,Not Leader,
1850,Female,53,Laboratory Technician,4,0,Yes,14,13,3,0,NA, ,Not Leader,
1852,Male,40,Laboratory Technician,4,1,No,13,12,3,3,NA, ,Not Leader,
1853,Male,79,Sales Executive,4,8,No,13,12,3,0,NA, ,Not Leader,
1854,Male,38,Research Scientist,3,3,No,22,23,4,3,NA, ,Not Leader,
1856,Female,64,Laboratory Technician,3,4,No,12,11,3,2,NA, ,Not Leader,
1857,Male,82,Manufacturing Director,4,3,No,14,13,3,4,NA, ,Not Top Leader,
1858,Male,43,Human Resources,4,1,No,15,14,3,2,NA, ,Not Leader,
1859,Male,93,Healthcare Representative,3,8,No,17,16,3,1,NA, ,Not Leader,
1860,Male,81,Laboratory Technician,3,4,No,13,12,3,0,NA, ,Not Leader,
1862,Male,82,Sales Executive,2,7,Yes,12,11,3,2,NA, ,Not Leader,
1863,Female,45,Sales Executive,1,2,No,12,11,3,2,NA, ,Not Leader,
1864,Female,36,Sales Representative,3,1,No,21,22,4,5,NA, ,Not Leader,
1865,Male,87,Human Resources,2,1,No,11,10,3,0,NA, ,Not Leader,
1866,Female,81,Manager,3,7,No,13,12,3,6,NA,Due for promotion,Not Top Leader,
1867,Male,91,Research Director,2,4,No,12,11,3,12,NA,Due for promotion,Not Top Leader,
1868,Male,73,Research Scientist,4,1,Yes,24,25,4,1,NA, ,Not Leader,
1869,Female,64,Sales Executive,2,5,No,21,22,4,0,NA, ,Not Leader,
1870,Female,77,Research Scientist,1,0,No,19,18,3,7,NA,Due for promotion,Not Leader,
1871,Male,41,Research Scientist,4,8,No,14,13,3,2,NA, ,Not Leader,
1873,Male,98,Research Scientist,4,8,No,20,21,4,0,NA, ,Not Leader,
1875,Female,78,Sales Representative,2,1,No,19,18,3,0,NA, ,Not Leader,
1876,Male,89,Sales Representative,4,1,No,13,12,3,0,high-salary representative, ,Not Leader,
1878,Male,75,Research Scientist,2,1,Yes,23,24,4,0,NA, ,Not Leader,
1880,Female,63,Sales Executive,3,1,Yes,13,12,3,1,NA, ,Not Leader,
1881,Male,89,Laboratory Technician,3,1,No,11,10,3,0,NA, ,Not Leader,
1882,Male,64,Sales Executive,4,2,Yes,13,12,3,1,NA, ,Not Leader,
1883,Male,59,Laboratory Technician,1,3,No,14,13,3,1,NA, ,Not Leader,
1885,Male,78,Research Scientist,1,5,Yes,22,23,4,0,NA, ,Not Leader,
1886,Female,44,Manufacturing Director,2,0,Yes,11,10,3,0,NA, ,Not Top Leader,
1888,Female,93,Manufacturing Director,4,0,No,13,12,3,3,NA, ,Not Top Leader,
1890,Male,94,Human Resources,4,1,No,21,22,4,0,NA, ,Not Leader,
1892,Male,98,Manager,1,2,No,11,10,3,11,NA,Due for promotion,Not Top Leader,
1893,Female,90,Research Scientist,3,1,Yes,13,12,3,1,NA, ,Not Leader,
1898,Female,89,Sales Executive,3,0,No,14,13,3,0,NA, ,Not Leader,
1900,Female,58,Manager,4,3,No,11,10,3,4,NA, ,Not Top Leader,
1903,Male,78,Healthcare Representative,1,2,No,15,14,3,2,NA, ,Not Leader,
1905,Male,85,Research Scientist,1,1,Yes,23,24,4,3,NA, ,Not Leader,
1907,Male,97,Laboratory Technician,4,1,No,16,15,3,1,NA, ,Not Leader,
1908,Male,33,Sales Executive,2,2,No,16,15,3,1,NA, ,Not Leader,
1909,Female,54,Sales Executive,2,5,No,21,22,4,1,NA, ,Not Leader,
1911,Male,83,Research Director,1,9,No,13,12,3,5,NA, ,Not Top Leader,
1912,Female,86,Sales Executive,4,2,Yes,11,10,3,1,NA, ,Not Leader,
1915,Female,75,Sales Executive,4,3,Yes,12,11,3,0,NA, ,Not Leader,
1916,Female,62,Laboratory Technician,3,8,No,12,11,3,2,NA, ,Not Leader,
1918,Male,61,Laboratory Technician,4,0,No,18,17,3,7,NA,Due for promotion,Not Leader,
1922,Male,44,Healthcare Representative,3,4,No,12,11,3,0,NA, ,Not Leader,
1924,Male,43,Sales Executive,3,1,No,14,13,3,0,NA, ,Not Leader,
1927,Male,42,Sales Executive,4,1,Yes,12,11,3,0,NA, ,Not Leader,
1928,Male,45,Sales Representative,1,1,No,17,16,3,0,NA, ,Not Leader,
1929,Female,32,Sales Executive,3,6,No,19,18,3,1,NA, ,Not Leader,
1931,Male,41,Research Scientist,2,1,No,11,10,3,1,NA, ,Not Leader,
1932,Male,86,Research Scientist,4,1,Yes,15,14,3,6,NA,Due for promotion,Not Leader,
1933,Female,84,Sales Executive,3,3,Yes,11,10,3,2,NA, ,Not Leader,
1934,Male,64,Research Scientist,2,8,No,18,17,3,1,NA, ,Not Leader,
1935,Female,89,Sales Executive,1,4,No,16,15,3,0,NA, ,Not Leader,
1936,Male,87,Manufacturing Director,1,1,No,25,26,4,7,NA,Due for promotion,Not Top Leader,
1937,Female,58,Research Scientist,2,1,Yes,16,15,3,0,NA, ,Not Leader,
1938,Female,72,Manager,4,4,Yes,13,12,3,0,NA, ,Not Top Leader,
1939,Female,47,Research Scientist,3,3,Yes,14,13,3,0,NA, ,Not Leader,
1940,Male,71,Research Scientist,4,2,No,19,18,3,0,NA, ,Not Leader,
1941,Male,42,Research Director,4,3,No,15,14,3,4,NA, ,Not Top Leader,
1943,Male,77,Sales Executive,4,3,Yes,12,11,3,0,NA, ,Not Leader,
1944,Female,58,Human Resources,2,1,No,12,11,3,0,NA, ,Not Leader,
1945,Male,71,Sales Executive,1,0,No,16,15,3,0,NA, ,Not Leader,
1947,Male,49,Research Scientist,3,1,No,14,13,3,1,NA, ,Not Leader,
1948,Male,48,Research Scientist,1,1,Yes,13,12,3,2,NA, ,Not Leader,
1949,Male,66,Laboratory Technician,2,1,No,22,23,4,0,NA, ,Not Leader,
1950,Male,32,Sales Executive,4,1,No,21,22,4,2,NA, ,Not Leader,
1951,Male,39,Sales Executive,3,1,No,18,17,3,1,NA, ,Not Leader,
1952,Male,95,Laboratory Technician,1,0,No,13,12,3,7,NA,Due for promotion,Not Leader,
1954,Male,89,Healthcare Representative,1,0,No,12,11,3,0,NA, ,Not Leader,
1955,Female,34,Healthcare Representative,4,5,No,18,17,3,1,NA, ,Not Leader,
1956,Male,48,Research Scientist,1,1,No,21,22,4,8,NA,Due for promotion,Not Leader,
1960,Male,32,Laboratory Technician,4,5,No,12,11,3,0,NA, ,Not Leader,
1961,Male,59,Sales Representative,1,4,No,14,13,3,0,NA, ,Not Leader,
1962,Female,55,Sales Executive,4,1,Yes,11,10,3,0,NA, ,Not Leader,
1965,Male,44,Sales Executive,4,1,No,14,13,3,0,NA, ,Not Leader,
1966,Male,56,Manufacturing Director,4,8,No,24,25,4,0,NA, ,Not Top Leader,
1967,Male,63,Sales Executive,4,1,Yes,11,10,3,0,NA, ,Not Leader,
1968,Male,66,Sales Executive,1,6,Yes,13,12,3,2,NA, ,Not Leader,
1969,Female,67,Research Scientist,3,3,No,11,10,3,2,NA, ,Not Leader,
1970,Male,36,Healthcare Representative,3,1,No,20,21,4,2,NA, ,Not Leader,
1971,Male,30,Healthcare Representative,3,1,No,17,16,3,0,NA, ,Not Leader,
1972,Male,88,Human Resources,2,0,Yes,11,10,3,1,NA, ,Not Leader,
1973,Male,71,Manager,2,4,Yes,18,17,3,1,NA, ,Not Top Leader,
1974,Female,59,Laboratory Technician,4,1,Yes,11,10,3,0,NA, ,Not Leader,
1975,Male,77,Sales Executive,1,0,No,12,11,3,11,NA,Due for promotion,Not Leader,
1976,Male,37,Research Scientist,3,1,No,12,11,3,3,NA, ,Not Leader,
1979,Female,40,Research Director,3,4,No,20,21,4,4,NA, ,Not Top Leader,
1980,Female,77,Manufacturing Director,1,6,Yes,19,18,3,1,NA, ,Not Top Leader,
1981,Male,45,Healthcare Representative,3,1,No,12,11,3,1,NA, ,Not Leader,
1982,Male,78,Laboratory Technician,4,1,No,13,12,3,1,NA, ,Not Leader,
1985,Female,73,Laboratory Technician,3,1,No,11,10,3,9,NA,Due for promotion,Not Leader,
1986,Female,92,Sales Executive,2,3,No,14,13,3,5,NA, ,Not Leader,
1987,Female,82,Human Resources,2,4,No,14,13,3,1,NA, ,Not Leader,
1989,Male,76,Laboratory Technician,2,1,No,13,12,3,1,NA, ,Not Leader,
1992,Male,57,Laboratory Technician,3,6,Yes,19,18,3,0,NA, ,Not Leader,
1993,Male,84,Healthcare Representative,3,2,No,23,24,4,12,NA,Due for promotion,Not Leader,
1994,Male,59,Laboratory Technician,3,1,No,12,11,3,0,NA, ,Not Leader,
1995,Male,86,Sales Executive,2,0,No,15,14,3,5,NA, ,Not Leader,
1996,Male,54,Sales Representative,3,0,No,19,18,3,1,NA, ,Not Leader,
1997,Male,72,Manufacturing Director,3,2,No,11,10,3,7,NA,Due for promotion,Not Top Leader,
1998,Male,35,Research Scientist,1,6,Yes,17,16,3,1,NA, ,Not Leader,
1999,Male,76,Research Scientist,4,3,No,22,23,4,1,NA, ,Not Leader,
2000,Female,98,Research Director,2,0,No,18,17,3,5,NA, ,Not Top Leader,
2003,Male,43,Laboratory Technician,3,7,Yes,11,10,3,2,NA, ,Not Leader,
2007,Male,63,Research Scientist,3,0,No,12,11,3,1,NA, ,Not Leader,
2008,Male,48,Research Scientist,3,1,No,19,18,3,0,NA, ,Not Leader,
2009,Female,95,Healthcare Representative,4,0,Yes,13,12,3,8,NA,Due for promotion,Not Leader,
2010,Female,49,Laboratory Technician,2,1,No,13,12,3,4,NA, ,Not Leader,
2012,Male,83,Laboratory Technician,4,8,No,19,18,3,0,NA, ,Not Leader,
2013,Male,68,Sales Representative,2,0,No,14,13,3,2,NA, ,Not Leader,
2014,Male,52,Research Scientist,4,7,No,13,12,3,1,NA, ,Not Leader,
2015,Female,99,Research Director,3,3,No,12,11,3,1,NA, ,Not Top Leader,
2016,Female,48,Sales Executive,4,1,No,19,18,3,5,NA, ,Not Leader,
2017,Female,42,Research Director,4,1,Yes,25,26,4,6,NA,Due for promotion,Top Leader,
2018,Female,85,Sales Executive,3,0,Yes,22,23,4,0,NA, ,Not Leader,
2019,Male,40,Sales Representative,4,2,No,15,14,3,0,NA, ,Not Leader,
2020,Male,42,Research Scientist,4,6,Yes,12,11,3,1,NA, ,Not Leader,
2021,Male,58,Sales Representative,1,1,Yes,11,10,3,1,NA, ,Not Leader,
2022,Male,87,Manager,4,2,No,13,12,3,1,NA, ,Not Top Leader,
2023,Male,33,Sales Representative,1,1,No,19,18,3,1,NA, ,Not Leader,
2024,Female,94,Sales Executive,4,0,No,19,18,3,3,NA, ,Not Leader,
2025,Female,97,Manufacturing Director,2,7,No,13,12,3,0,NA, ,Not Top Leader,
2026,Male,57,Healthcare Representative,3,1,No,21,22,4,1,NA, ,Not Leader,
2027,Male,36,Research Scientist,4,9,Yes,14,13,3,2,NA, ,Not Leader,
2031,Male,56,Manager,3,5,No,11,10,3,4,NA, ,Not Top Leader,
2032,Male,72,Laboratory Technician,3,8,No,11,10,3,9,NA,Due for promotion,Not Leader,
2034,Female,60,Manufacturing Director,2,0,No,23,24,4,0,NA, ,Not Top Leader,
2035,Female,95,Sales Executive,3,1,No,21,22,4,1,NA, ,Not Leader,
2036,Male,88,Sales Executive,4,1,No,24,25,4,11,NA,Due for promotion,Not Leader,
2037,Male,57,Sales Executive,2,2,No,11,10,3,0,NA, ,Not Leader,
2038,Male,78,Research Scientist,1,1,No,14,13,3,1,NA, ,Not Leader,
2040,Female,31,Human Resources,4,1,Yes,16,15,3,1,NA, ,Not Leader,
2041,Female,100,Sales Executive,4,1,No,11,10,3,1,NA, ,Not Leader,
2044,Male,94,Sales Executive,3,7,No,12,11,3,0,NA, ,Not Leader,
2045,Female,100,Sales Executive,4,4,No,13,12,3,0,NA, ,Not Leader,
2046,Female,50,Sales Executive,3,8,No,15,14,3,0,NA, ,Not Leader,
2048,Male,52,Research Scientist,3,2,No,14,13,3,2,NA, ,Not Leader,
2049,Male,80,Healthcare Representative,3,1,Yes,14,13,3,0,NA, ,Not Leader,
2051,Female,98,Research Scientist,3,2,No,14,13,3,0,NA, ,Not Leader,
2052,Female,62,Research Scientist,4,1,No,12,11,3,1,NA, ,Not Leader,
2053,Male,46,Laboratory Technician,2,4,Yes,13,12,3,0,NA, ,Not Leader,
2054,Female,73,Research Scientist,1,1,No,14,13,3,0,NA, ,Not Leader,
2055,Male,39,Sales Executive,1,4,Yes,13,12,3,2,NA, ,Not Leader,
2056,Female,60,Sales Executive,4,0,No,11,10,3,9,NA,Due for promotion,Not Leader,
2057,Male,74,Manufacturing Director,1,0,No,19,18,3,1,NA, ,Not Top Leader,
2060,Female,30,Sales Representative,3,0,No,18,17,3,0,NA, ,Not Leader,
2061,Male,41,Laboratory Technician,4,4,No,17,16,3,0,NA, ,Not Leader,
2062,Male,42,Healthcare Representative,1,4,No,15,14,3,1,NA, ,Not Leader,
2064,Male,87,Manufacturing Director,2,1,Yes,20,21,4,0,NA, ,Top Leader,
2065,Male,63,Sales Executive,2,2,No,14,13,3,0,NA, ,Not Leader,
2068,Male,82,Laboratory Technician,3,2,No,12,11,3,1,NA, ,Not Leader,

